colname,durablename,static,pats,units_cd,mxinsts,nval_num,patvis_null,confidence_num,mxconmod,patvis,pats_null,colid,mod,quantity_num,ccd,name,cid,concept_path,rule,ddomain,mxfacts,valueflag_cd,tval_char,colcd,location_cd,valtype_cd
v081_Ethnct__ptnts_cd,_Ethnct__ptnts_cd,,2982,1,1,,312810,,2,2995,0,v081_Ethnct__ptnts,,,5,"Ethnicity[1,492,022 facts; 1,477,385 patients]",81,\i2b2\Demographics\Ethnicity\,ethnicity,DEM|ETHNICITY,2,,,v081,,
v081_Ethnct__ptnts,_Ethnct__ptnts,,2982,1,1,,312810,,2,2995,0,v081_Ethnct__ptnts,,,5,"Ethnicity[1,492,022 facts; 1,477,385 patients]",81,\i2b2\Demographics\Ethnicity\,ethnicity,DEM|ETHNICITY,2,,,v081,,
v082_Incm__ptnts_mn,_Incm__ptnts_mn,,2545,1,1,1,313260,,1,2545,437,v082_Incm__ptnts,,,1,"Median Household Income[1,052,844 facts; 1,052,844 patients]",82,\i2b2\Demographics\Geographic SES\ACS 2017 Census BG\Income\,UNKNOWN_DATA_ELEMENT,GEO,1,,,v082,,
v082_Incm__ptnts,_Incm__ptnts,,2545,1,1,1,313260,,1,2545,437,v082_Incm__ptnts,,,1,"Median Household Income[1,052,844 facts; 1,052,844 patients]",82,\i2b2\Demographics\Geographic SES\ACS 2017 Census BG\Income\,UNKNOWN_DATA_ELEMENT,GEO,1,,,v082,,
v083_Lvl__ptnts_mn,_Lvl__ptnts_mn,,2622,1,1,1,313183,,1,2622,360,v083_Lvl__ptnts,,,1,"% Below the Poverty Level[1,082,436 facts; 1,082,436 patients]",83,\i2b2\Demographics\Geographic SES\ACS 2017 Census BG\BelowPov\,UNKNOWN_DATA_ELEMENT,GEO,1,,,v083,,
v083_Lvl__ptnts,_Lvl__ptnts,,2622,1,1,1,313183,,1,2622,360,v083_Lvl__ptnts,,,1,"% Below the Poverty Level[1,082,436 facts; 1,082,436 patients]",83,\i2b2\Demographics\Geographic SES\ACS 2017 Census BG\BelowPov\,UNKNOWN_DATA_ELEMENT,GEO,1,,,v083,,
v084_Unsrd__ptnts_mn,_Unsrd__ptnts_mn,,2622,1,1,1,313183,,1,2622,360,v084_Unsrd__ptnts,,,1,"% Uninsured[1,082,439 facts; 1,082,439 patients]",84,\i2b2\Demographics\Geographic SES\ACS 2017 Census BG\Uninsured\,UNKNOWN_DATA_ELEMENT,GEO,1,,,v084,,
v084_Unsrd__ptnts,_Unsrd__ptnts,,2622,1,1,1,313183,,1,2622,360,v084_Unsrd__ptnts,,,1,"% Uninsured[1,082,439 facts; 1,082,439 patients]",84,\i2b2\Demographics\Geographic SES\ACS 2017 Census BG\Uninsured\,UNKNOWN_DATA_ELEMENT,GEO,1,,,v084,,
v085_Sts__ptnts_cd,_Sts__ptnts_cd,,2982,1,1,,312823,,1,2982,0,v085_Sts__ptnts,,,9,"Marital Status[1,477,674 facts; 1,477,385 patients]",85,\i2b2\Demographics\Marital Status\,UNKNOWN_DATA_ELEMENT,DEM|MARITAL,1,,,v085,,
v085_Sts__ptnts,_Sts__ptnts,,2982,1,1,,312823,,1,2982,0,v085_Sts__ptnts,,,9,"Marital Status[1,477,674 facts; 1,477,385 patients]",85,\i2b2\Demographics\Marital Status\,UNKNOWN_DATA_ELEMENT,DEM|MARITAL,1,,,v085,,
v087_Exprd__ptnts_tf,_Exprd__ptnts_tf,,80,1,1,,315724,,1,81,2902,v087_Exprd__ptnts,,,1,"Expired[8,858 facts; 8,822 patients]",87,\i2b2\Visit Details\Discharge Status\Expired\,UNKNOWN_DATA_ELEMENT,DischStat,1,,,v087,,
v087_Exprd__ptnts_cd,_Exprd__ptnts_cd,,80,1,1,,315724,,1,81,2902,v087_Exprd__ptnts,,,1,"Expired[8,858 facts; 8,822 patients]",87,\i2b2\Visit Details\Discharge Status\Expired\,UNKNOWN_DATA_ELEMENT,DischStat,1,,,v087,,
v087_Exprd__ptnts,_Exprd__ptnts,,80,1,1,,315724,,1,81,2902,v087_Exprd__ptnts,,,1,"Expired[8,858 facts; 8,822 patients]",87,\i2b2\Visit Details\Discharge Status\Expired\,UNKNOWN_DATA_ELEMENT,DischStat,1,,,v087,,
v088_Pr__ptnts_mn,_Pr__ptnts_mn,,2622,1,1,1,313183,,1,2622,360,v088_Pr__ptnts,,,1,"% Near Poor[1,082,436 facts; 1,082,436 patients]",88,\i2b2\Demographics\Geographic SES\ACS 2017 Census BG\NearPoor\,UNKNOWN_DATA_ELEMENT,GEO,1,,,v088,,
v088_Pr__ptnts,_Pr__ptnts,,2622,1,1,1,313183,,1,2622,360,v088_Pr__ptnts,,,1,"% Near Poor[1,082,436 facts; 1,082,436 patients]",88,\i2b2\Demographics\Geographic SES\ACS 2017 Census BG\NearPoor\,UNKNOWN_DATA_ELEMENT,GEO,1,,,v088,,
v089_Mnrt__ptnts_mn,_Mnrt__ptnts_mn,,2622,1,1,1,313183,,1,2622,360,v089_Mnrt__ptnts,,,1,"% Minority[1,082,470 facts; 1,082,470 patients]",89,\i2b2\Demographics\Geographic SES\ACS 2017 Census BG\Minority\,UNKNOWN_DATA_ELEMENT,GEO,1,,,v089,,
v089_Mnrt__ptnts,_Mnrt__ptnts,,2622,1,1,1,313183,,1,2622,360,v089_Mnrt__ptnts,,,1,"% Minority[1,082,470 facts; 1,082,470 patients]",89,\i2b2\Demographics\Geographic SES\ACS 2017 Census BG\Minority\,UNKNOWN_DATA_ELEMENT,GEO,1,,,v089,,
v090_Pr__ptnts_mn,_Pr__ptnts_mn,,2622,1,1,1,313183,,1,2622,360,v090_Pr__ptnts,,,1,"% Poor[1,082,436 facts; 1,082,436 patients]",90,\i2b2\Demographics\Geographic SES\ACS 2017 Census BG\Poor\,UNKNOWN_DATA_ELEMENT,GEO,1,,,v090,,
v090_Pr__ptnts,_Pr__ptnts,,2622,1,1,1,313183,,1,2622,360,v090_Pr__ptnts,,,1,"% Poor[1,082,436 facts; 1,082,436 patients]",90,\i2b2\Demographics\Geographic SES\ACS 2017 Census BG\Poor\,UNKNOWN_DATA_ELEMENT,GEO,1,,,v090,,
v091_Unmplmnt_mn,_Unmplmnt_mn,,2622,1,1,1,313183,,1,2622,360,v091_Unmplmnt,,,1,"% Unemployment[1,082,439 facts; 1,082,439 patients]",91,\i2b2\Demographics\Geographic SES\ACS 2017 Census BG\Unemp\,UNKNOWN_DATA_ELEMENT,GEO,1,,,v091,,
v091_Unmplmnt,_Unmplmnt,,2622,1,1,1,313183,,1,2622,360,v091_Unmplmnt,,,1,"% Unemployment[1,082,439 facts; 1,082,439 patients]",91,\i2b2\Demographics\Geographic SES\ACS 2017 Census BG\Unemp\,UNKNOWN_DATA_ELEMENT,GEO,1,,,v091,,
v092_Hghschl_Dplm_mn,_Hghschl_Dplm_mn,,2622,1,1,1,313183,,1,2622,360,v092_Hghschl_Dplm,,,1,"% Without a Highschool Diploma[1,082,470 facts; 1,082,470 patients]",92,\i2b2\Demographics\Geographic SES\ACS 2017 Census BG\NoHS\,UNKNOWN_DATA_ELEMENT,GEO,1,,,v092,,
v092_Hghschl_Dplm,_Hghschl_Dplm,,2622,1,1,1,313183,,1,2622,360,v092_Hghschl_Dplm,,,1,"% Without a Highschool Diploma[1,082,470 facts; 1,082,470 patients]",92,\i2b2\Demographics\Geographic SES\ACS 2017 Census BG\NoHS\,UNKNOWN_DATA_ELEMENT,GEO,1,,,v092,,
v093_spcfd_ptnts_tf,_spcfd_ptnts_tf,,168,1,2,,315293,,3,512,2814,v093_spcfd_ptnts,3,,10,"198 - Secondary malignant neoplasm of other specified sites[5,082 facts; 1,947 patients]",93,\i2b2\Diagnosis\ICD9\A8359006\A8352677\A8360427\A8343443\,UNKNOWN_DATA_ELEMENT,ICD9,3,,,v093,,
v093_spcfd_ptnts_dx,_spcfd_ptnts_dx,,168,1,2,,315293,,3,512,2814,v093_spcfd_ptnts,3,,10,"198 - Secondary malignant neoplasm of other specified sites[5,082 facts; 1,947 patients]",93,\i2b2\Diagnosis\ICD9\A8359006\A8352677\A8360427\A8343443\,UNKNOWN_DATA_ELEMENT,ICD9,3,,,v093,,
v093_spcfd_ptnts,_spcfd_ptnts,,168,1,2,,315293,,3,512,2814,v093_spcfd_ptnts,3,,10,"198 - Secondary malignant neoplasm of other specified sites[5,082 facts; 1,947 patients]",93,\i2b2\Diagnosis\ICD9\A8359006\A8352677\A8360427\A8343443\,UNKNOWN_DATA_ELEMENT,ICD9,3,,,v093,,
v094_kdn__ptnts_tf,_kdn__ptnts_tf,,373,1,2,,314995,,2,810,2609,v094_kdn__ptnts,4,,1,"V45.73 - Acquired absence of kidney[1,599 facts; 782 patients]",94,\i2b2\Diagnosis\ICD9\A18090759\A8362297\A8365778\A8364014\A8364013\,UNKNOWN_DATA_ELEMENT,ICD9,3,,,v094,,
v094_kdn__ptnts_dx,_kdn__ptnts_dx,,373,1,2,,314995,,2,810,2609,v094_kdn__ptnts,4,,1,"V45.73 - Acquired absence of kidney[1,599 facts; 782 patients]",94,\i2b2\Diagnosis\ICD9\A18090759\A8362297\A8365778\A8364014\A8364013\,UNKNOWN_DATA_ELEMENT,ICD9,3,,,v094,,
v094_kdn__ptnts,_kdn__ptnts,,373,1,2,,314995,,2,810,2609,v094_kdn__ptnts,4,,1,"V45.73 - Acquired absence of kidney[1,599 facts; 782 patients]",94,\i2b2\Diagnosis\ICD9\A18090759\A8362297\A8365778\A8364014\A8364013\,UNKNOWN_DATA_ELEMENT,ICD9,3,,,v094,,
v095_E_E___ptnts_tf,_E_E___ptnts_tf,,927,1,4,,296810,,11,18995,2055,v095_E_E___ptnts,5,,125,"E08-E13 - Diabetes mellitus (E08-E13)[1,717,644 facts; 99,463 patients]",95,\i2b2\Diagnosis\ICD10\A18921516\A18916268\,UNKNOWN_DATA_ELEMENT,ICD10,11,,,v095,,
v095_E_E___ptnts_dx,_E_E___ptnts_dx,,927,1,4,,296810,,11,18995,2055,v095_E_E___ptnts,5,,125,"E08-E13 - Diabetes mellitus (E08-E13)[1,717,644 facts; 99,463 patients]",95,\i2b2\Diagnosis\ICD10\A18921516\A18916268\,UNKNOWN_DATA_ELEMENT,ICD10,11,,,v095,,
v095_E_E___ptnts,_E_E___ptnts,,927,1,4,,296810,,11,18995,2055,v095_E_E___ptnts,5,,125,"E08-E13 - Diabetes mellitus (E08-E13)[1,717,644 facts; 99,463 patients]",95,\i2b2\Diagnosis\ICD10\A18921516\A18916268\,UNKNOWN_DATA_ELEMENT,ICD10,11,,,v095,,
v096_rsprtr_ptnts_tf,_rsprtr_ptnts_tf,,189,1,3,,315192,,3,613,2793,v096_rsprtr_ptnts,4,,9,"197 - Secondary malignant neoplasm of respiratory and digestive systems[6,715 facts; 2,139 patients]",96,\i2b2\Diagnosis\ICD9\A8359006\A8352677\A8360427\A8343434\,UNKNOWN_DATA_ELEMENT,ICD9,3,,,v096,,
v096_rsprtr_ptnts_dx,_rsprtr_ptnts_dx,,189,1,3,,315192,,3,613,2793,v096_rsprtr_ptnts,4,,9,"197 - Secondary malignant neoplasm of respiratory and digestive systems[6,715 facts; 2,139 patients]",96,\i2b2\Diagnosis\ICD9\A8359006\A8352677\A8360427\A8343434\,UNKNOWN_DATA_ELEMENT,ICD9,3,,,v096,,
v096_rsprtr_ptnts,_rsprtr_ptnts,,189,1,3,,315192,,3,613,2793,v096_rsprtr_ptnts,4,,9,"197 - Secondary malignant neoplasm of respiratory and digestive systems[6,715 facts; 2,139 patients]",96,\i2b2\Diagnosis\ICD9\A8359006\A8352677\A8360427\A8343434\,UNKNOWN_DATA_ELEMENT,ICD9,3,,,v096,,
v097_unspcfd_ptnts_tf,_unspcfd_ptnts_tf,,54,1,2,,315709,,2,96,2928,v097_unspcfd_ptnts,3,,8,"196 - Secondary and unspecified malignant neoplasm of lymph nodes[1,979 facts; 1,237 patients]",97,\i2b2\Diagnosis\ICD9\A8359006\A8352677\A8360427\A8343426\,UNKNOWN_DATA_ELEMENT,ICD9,2,,,v097,,
v097_unspcfd_ptnts_dx,_unspcfd_ptnts_dx,,54,1,2,,315709,,2,96,2928,v097_unspcfd_ptnts,3,,8,"196 - Secondary and unspecified malignant neoplasm of lymph nodes[1,979 facts; 1,237 patients]",97,\i2b2\Diagnosis\ICD9\A8359006\A8352677\A8360427\A8343426\,UNKNOWN_DATA_ELEMENT,ICD9,2,,,v097,,
v097_unspcfd_ptnts,_unspcfd_ptnts,,54,1,2,,315709,,2,96,2928,v097_unspcfd_ptnts,3,,8,"196 - Secondary and unspecified malignant neoplasm of lymph nodes[1,979 facts; 1,237 patients]",97,\i2b2\Diagnosis\ICD9\A8359006\A8352677\A8360427\A8343426\,UNKNOWN_DATA_ELEMENT,ICD9,2,,,v097,,
v098_unspcfd_ptnts_tf,_unspcfd_ptnts_tf,,256,1,2,,313116,,4,2689,2726,v098_unspcfd_ptnts,4,,8,"C77 - Secondary and unspecified malignant neoplasm of lymph nodes[84,454 facts; 5,331 patients]",98,\i2b2\Diagnosis\ICD10\A18924118\A18924141\A17799283\,UNKNOWN_DATA_ELEMENT,ICD10,4,,,v098,,
v098_unspcfd_ptnts_dx,_unspcfd_ptnts_dx,,256,1,2,,313116,,4,2689,2726,v098_unspcfd_ptnts,4,,8,"C77 - Secondary and unspecified malignant neoplasm of lymph nodes[84,454 facts; 5,331 patients]",98,\i2b2\Diagnosis\ICD10\A18924118\A18924141\A17799283\,UNKNOWN_DATA_ELEMENT,ICD10,4,,,v098,,
v098_unspcfd_ptnts,_unspcfd_ptnts,,256,1,2,,313116,,4,2689,2726,v098_unspcfd_ptnts,4,,8,"C77 - Secondary and unspecified malignant neoplasm of lymph nodes[84,454 facts; 5,331 patients]",98,\i2b2\Diagnosis\ICD10\A18924118\A18924141\A17799283\,UNKNOWN_DATA_ELEMENT,ICD10,4,,,v098,,
v099_rsprtr_ptnts_tf,_rsprtr_ptnts_tf,,536,1,3,,308296,,6,7509,2446,v099_rsprtr_ptnts,5,,12,"C78 - Secondary malignant neoplasm of respiratory and digestive organs[82,074 facts; 5,404 patients]",99,\i2b2\Diagnosis\ICD10\A18924118\A18924141\A17786532\,UNKNOWN_DATA_ELEMENT,ICD10,6,,,v099,,
v099_rsprtr_ptnts_dx,_rsprtr_ptnts_dx,,536,1,3,,308296,,6,7509,2446,v099_rsprtr_ptnts,5,,12,"C78 - Secondary malignant neoplasm of respiratory and digestive organs[82,074 facts; 5,404 patients]",99,\i2b2\Diagnosis\ICD10\A18924118\A18924141\A17786532\,UNKNOWN_DATA_ELEMENT,ICD10,6,,,v099,,
v099_rsprtr_ptnts,_rsprtr_ptnts,,536,1,3,,308296,,6,7509,2446,v099_rsprtr_ptnts,5,,12,"C78 - Secondary malignant neoplasm of respiratory and digestive organs[82,074 facts; 5,404 patients]",99,\i2b2\Diagnosis\ICD10\A18924118\A18924141\A17786532\,UNKNOWN_DATA_ELEMENT,ICD10,6,,,v099,,
v100_unspcfd_ptnts_tf,_unspcfd_ptnts_tf,,609,1,3,,306530,,7,9275,2373,v100_unspcfd_ptnts,5,,22,"C79 - Secondary malignant neoplasm of other and unspecified sites[110,505 facts; 6,281 patients]",100,\i2b2\Diagnosis\ICD10\A18924118\A18924141\A17786538\,UNKNOWN_DATA_ELEMENT,ICD10,7,,,v100,,
v100_unspcfd_ptnts_dx,_unspcfd_ptnts_dx,,609,1,3,,306530,,7,9275,2373,v100_unspcfd_ptnts,5,,22,"C79 - Secondary malignant neoplasm of other and unspecified sites[110,505 facts; 6,281 patients]",100,\i2b2\Diagnosis\ICD10\A18924118\A18924141\A17786538\,UNKNOWN_DATA_ELEMENT,ICD10,7,,,v100,,
v100_unspcfd_ptnts,_unspcfd_ptnts,,609,1,3,,306530,,7,9275,2373,v100_unspcfd_ptnts,5,,22,"C79 - Secondary malignant neoplasm of other and unspecified sites[110,505 facts; 6,281 patients]",100,\i2b2\Diagnosis\ICD10\A18924118\A18924141\A17786538\,UNKNOWN_DATA_ELEMENT,ICD10,7,,,v100,,
v101_nrndcrn_ptnts_tf,_nrndcrn_ptnts_tf,,9,1,1,,315579,,4,226,2973,v101_nrndcrn_ptnts,4,,4,"C7B-C7B - Secondary neuroendocrine tumors (C7B)[2,953 facts; 202 patients]",101,\i2b2\Diagnosis\ICD10\A18924118\A18913631\,UNKNOWN_DATA_ELEMENT,ICD10,4,,,v101,,
v101_nrndcrn_ptnts_dx,_nrndcrn_ptnts_dx,,9,1,1,,315579,,4,226,2973,v101_nrndcrn_ptnts,4,,4,"C7B-C7B - Secondary neuroendocrine tumors (C7B)[2,953 facts; 202 patients]",101,\i2b2\Diagnosis\ICD10\A18924118\A18913631\,UNKNOWN_DATA_ELEMENT,ICD10,4,,,v101,,
v101_nrndcrn_ptnts,_nrndcrn_ptnts,,9,1,1,,315579,,4,226,2973,v101_nrndcrn_ptnts,4,,4,"C7B-C7B - Secondary neuroendocrine tumors (C7B)[2,953 facts; 202 patients]",101,\i2b2\Diagnosis\ICD10\A18924118\A18913631\,UNKNOWN_DATA_ELEMENT,ICD10,4,,,v101,,
v103_mlts__ptnts_tf,_mlts__ptnts_tf,,623,1,4,,298530,,8,17275,2359,v103_mlts__ptnts,5,,34,"250 - Diabetes mellitus[1,120,435 facts; 73,672 patients]",103,\i2b2\Diagnosis\ICD9\A8359006\A8359307\A15573936\A8352361\,UNKNOWN_DATA_ELEMENT,ICD9,8,,,v103,,
v103_mlts__ptnts_dx,_mlts__ptnts_dx,,623,1,4,,298530,,8,17275,2359,v103_mlts__ptnts,5,,34,"250 - Diabetes mellitus[1,120,435 facts; 73,672 patients]",103,\i2b2\Diagnosis\ICD9\A8359006\A8359307\A15573936\A8352361\,UNKNOWN_DATA_ELEMENT,ICD9,8,,,v103,,
v103_mlts__ptnts,_mlts__ptnts,,623,1,4,,298530,,8,17275,2359,v103_mlts__ptnts,5,,34,"250 - Diabetes mellitus[1,120,435 facts; 73,672 patients]",103,\i2b2\Diagnosis\ICD9\A8359006\A8359307\A15573936\A8352361\,UNKNOWN_DATA_ELEMENT,ICD9,8,,,v103,,
v105_kdn__ptnts_tf,_kdn__ptnts_tf,,1229,1,3,,308285,,3,7520,1753,v105_kdn__ptnts,5,,1,"Z90.5 - Acquired absence of kidney[11,790 facts; 2,189 patients]",105,\i2b2\Diagnosis\ICD10\A18916190\A18913595\A17824647\A17862644\,UNKNOWN_DATA_ELEMENT,ICD10,3,,,v105,,
v105_kdn__ptnts_dx,_kdn__ptnts_dx,,1229,1,3,,308285,,3,7520,1753,v105_kdn__ptnts,5,,1,"Z90.5 - Acquired absence of kidney[11,790 facts; 2,189 patients]",105,\i2b2\Diagnosis\ICD10\A18916190\A18913595\A17824647\A17862644\,UNKNOWN_DATA_ELEMENT,ICD10,3,,,v105,,
v105_kdn__ptnts,_kdn__ptnts,,1229,1,3,,308285,,3,7520,1753,v105_kdn__ptnts,5,,1,"Z90.5 - Acquired absence of kidney[11,790 facts; 2,189 patients]",105,\i2b2\Diagnosis\ICD10\A18916190\A18913595\A17824647\A17862644\,UNKNOWN_DATA_ELEMENT,ICD10,3,,,v105,,
v106_nplsm__ptnts_tf,_nplsm__ptnts_tf,,1612,1,3,,303983,,7,11822,1370,v106_nplsm__ptnts,5,,48,"Z85 - Personal history of malignant neoplasm[187,930 facts; 28,104 patients]",106,\i2b2\Diagnosis\ICD10\A18916190\A18913595\A17786083\,UNKNOWN_DATA_ELEMENT,ICD10,7,,,v106,,
v106_nplsm__ptnts_dx,_nplsm__ptnts_dx,,1612,1,3,,303983,,7,11822,1370,v106_nplsm__ptnts,5,,48,"Z85 - Personal history of malignant neoplasm[187,930 facts; 28,104 patients]",106,\i2b2\Diagnosis\ICD10\A18916190\A18913595\A17786083\,UNKNOWN_DATA_ELEMENT,ICD10,7,,,v106,,
v106_nplsm__ptnts,_nplsm__ptnts,,1612,1,3,,303983,,7,11822,1370,v106_nplsm__ptnts,5,,48,"Z85 - Personal history of malignant neoplasm[187,930 facts; 28,104 patients]",106,\i2b2\Diagnosis\ICD10\A18916190\A18913595\A17786083\,UNKNOWN_DATA_ELEMENT,ICD10,7,,,v106,,
v109_Dbts__ptnts_tf,_Dbts__ptnts_tf,,1016,1,1,,294805,,6,21000,1966,v109_Dbts__ptnts,23,,1,"Diabetes[1,113,196 facts; 108,277 patients]",109,"\i2b2\History\Family History Diagnosis\Endocrine nutitional and metabolic diseases, and immunity disorders\Diabetes\",UNKNOWN_DATA_ELEMENT,FAMILYHISTORYDIAG,6,,,v109,,
v109_Dbts__ptnts_cd,_Dbts__ptnts_cd,,1016,1,1,,294805,,6,21000,1966,v109_Dbts__ptnts,23,,1,"Diabetes[1,113,196 facts; 108,277 patients]",109,"\i2b2\History\Family History Diagnosis\Endocrine nutitional and metabolic diseases, and immunity disorders\Diabetes\",UNKNOWN_DATA_ELEMENT,FAMILYHISTORYDIAG,6,,,v109,,
v109_Dbts__ptnts,_Dbts__ptnts,,1016,1,1,,294805,,6,21000,1966,v109_Dbts__ptnts,23,,1,"Diabetes[1,113,196 facts; 108,277 patients]",109,"\i2b2\History\Family History Diagnosis\Endocrine nutitional and metabolic diseases, and immunity disorders\Diabetes\",UNKNOWN_DATA_ELEMENT,FAMILYHISTORYDIAG,6,,,v109,,
v110_Chlstrl__ptnts_tf,_Chlstrl__ptnts_tf,,108,1,1,,312171,,5,3634,2874,v110_Chlstrl__ptnts,15,,1,"High Cholesterol[289,508 facts; 27,025 patients]",110,"\i2b2\History\Family History Diagnosis\Endocrine nutitional and metabolic diseases, and immunity disorders\High Cholesterol\",UNKNOWN_DATA_ELEMENT,FAMILYHISTORYDIAG,5,,,v110,,
v110_Chlstrl__ptnts_cd,_Chlstrl__ptnts_cd,,108,1,1,,312171,,5,3634,2874,v110_Chlstrl__ptnts,15,,1,"High Cholesterol[289,508 facts; 27,025 patients]",110,"\i2b2\History\Family History Diagnosis\Endocrine nutitional and metabolic diseases, and immunity disorders\High Cholesterol\",UNKNOWN_DATA_ELEMENT,FAMILYHISTORYDIAG,5,,,v110,,
v110_Chlstrl__ptnts,_Chlstrl__ptnts,,108,1,1,,312171,,5,3634,2874,v110_Chlstrl__ptnts,15,,1,"High Cholesterol[289,508 facts; 27,025 patients]",110,"\i2b2\History\Family History Diagnosis\Endocrine nutitional and metabolic diseases, and immunity disorders\High Cholesterol\",UNKNOWN_DATA_ELEMENT,FAMILYHISTORYDIAG,5,,,v110,,
v111_Mlts_ptnts_tf,_Mlts_ptnts_tf,,5,1,1,,315748,,6,57,2977,v111_Mlts_ptnts,6,,1,"Diabetes Mellitus I[2,938 facts; 355 patients]",111,"\i2b2\History\Family History Diagnosis\Endocrine nutitional and metabolic diseases, and immunity disorders\Diabetes Mellitus I\",UNKNOWN_DATA_ELEMENT,FAMILYHISTORYDIAG,6,,,v111,,
v111_Mlts_ptnts_cd,_Mlts_ptnts_cd,,5,1,1,,315748,,6,57,2977,v111_Mlts_ptnts,6,,1,"Diabetes Mellitus I[2,938 facts; 355 patients]",111,"\i2b2\History\Family History Diagnosis\Endocrine nutitional and metabolic diseases, and immunity disorders\Diabetes Mellitus I\",UNKNOWN_DATA_ELEMENT,FAMILYHISTORYDIAG,6,,,v111,,
v111_Mlts_ptnts,_Mlts_ptnts,,5,1,1,,315748,,6,57,2977,v111_Mlts_ptnts,6,,1,"Diabetes Mellitus I[2,938 facts; 355 patients]",111,"\i2b2\History\Family History Diagnosis\Endocrine nutitional and metabolic diseases, and immunity disorders\Diabetes Mellitus I\",UNKNOWN_DATA_ELEMENT,FAMILYHISTORYDIAG,6,,,v111,,
v112_Mlts_ptnts_tf,_Mlts_ptnts_tf,,10,1,1,,315621,,5,184,2972,v112_Mlts_ptnts,9,,1,"Diabetes Mellitus II[10,260 facts; 1,153 patients]",112,"\i2b2\History\Family History Diagnosis\Endocrine nutitional and metabolic diseases, and immunity disorders\Diabetes Mellitus II\",UNKNOWN_DATA_ELEMENT,FAMILYHISTORYDIAG,5,,,v112,,
v112_Mlts_ptnts_cd,_Mlts_ptnts_cd,,10,1,1,,315621,,5,184,2972,v112_Mlts_ptnts,9,,1,"Diabetes Mellitus II[10,260 facts; 1,153 patients]",112,"\i2b2\History\Family History Diagnosis\Endocrine nutitional and metabolic diseases, and immunity disorders\Diabetes Mellitus II\",UNKNOWN_DATA_ELEMENT,FAMILYHISTORYDIAG,5,,,v112,,
v112_Mlts_ptnts,_Mlts_ptnts,,10,1,1,,315621,,5,184,2972,v112_Mlts_ptnts,9,,1,"Diabetes Mellitus II[10,260 facts; 1,153 patients]",112,"\i2b2\History\Family History Diagnosis\Endocrine nutitional and metabolic diseases, and immunity disorders\Diabetes Mellitus II\",UNKNOWN_DATA_ELEMENT,FAMILYHISTORYDIAG,5,,,v112,,
v113_Tmr__ptnts_tf,_Tmr__ptnts_tf,,1453,1,1,,287263,,12,28542,1529,v113_Tmr__ptnts,23,,34,"Cancer and Tumor[2,431,087 facts; 142,922 patients]",113,\i2b2\History\Family History Diagnosis\Cancer and Tumor\,UNKNOWN_DATA_ELEMENT,FAMILYHISTORYDIAG,12,,,v113,,
v113_Tmr__ptnts_cd,_Tmr__ptnts_cd,,1453,1,1,,287263,,12,28542,1529,v113_Tmr__ptnts,23,,34,"Cancer and Tumor[2,431,087 facts; 142,922 patients]",113,\i2b2\History\Family History Diagnosis\Cancer and Tumor\,UNKNOWN_DATA_ELEMENT,FAMILYHISTORYDIAG,12,,,v113,,
v113_Tmr__ptnts,_Tmr__ptnts,,1453,1,1,,287263,,12,28542,1529,v113_Tmr__ptnts,23,,34,"Cancer and Tumor[2,431,087 facts; 142,922 patients]",113,\i2b2\History\Family History Diagnosis\Cancer and Tumor\,UNKNOWN_DATA_ELEMENT,FAMILYHISTORYDIAG,12,,,v113,,
v114_NPHRCTM__ptnts_tf,_NPHRCTM__ptnts_tf,,793,1,1,,302592,,1,13213,2189,v114_NPHRCTM__ptnts,,,1,"HX NEPHRECTOMY[20,694 facts; 1,522 patients]",114,\i2b2\History\Surgical History\GENERIC SURGICAL HISTORY\42588\,UNKNOWN_DATA_ELEMENT,SURG_PROC,1,,,v114,,
v114_NPHRCTM__ptnts_cd,_NPHRCTM__ptnts_cd,,793,1,1,,302592,,1,13213,2189,v114_NPHRCTM__ptnts,,,1,"HX NEPHRECTOMY[20,694 facts; 1,522 patients]",114,\i2b2\History\Surgical History\GENERIC SURGICAL HISTORY\42588\,UNKNOWN_DATA_ELEMENT,SURG_PROC,1,,,v114,,
v114_NPHRCTM__ptnts,_NPHRCTM__ptnts,,793,1,1,,302592,,1,13213,2189,v114_NPHRCTM__ptnts,,,1,"HX NEPHRECTOMY[20,694 facts; 1,522 patients]",114,\i2b2\History\Surgical History\GENERIC SURGICAL HISTORY\42588\,UNKNOWN_DATA_ELEMENT,SURG_PROC,1,,,v114,,
v115_fcts_ptnts_tf,_fcts_ptnts_tf,,377,1,1,,311337,,1,4468,2605,v115_fcts_ptnts,,,1,"Yes[260,024 facts; 43,296 patients]",115,\i2b2\History\Social History\Tobacco Usage\1\,UNKNOWN_DATA_ELEMENT,TOBACCO_USER,1,,,v115,,
v115_fcts_ptnts,_fcts_ptnts,,377,1,1,,311337,,1,4468,2605,v115_fcts_ptnts,,,1,"Yes[260,024 facts; 43,296 patients]",115,\i2b2\History\Social History\Tobacco Usage\1\,UNKNOWN_DATA_ELEMENT,TOBACCO_USER,1,,,v115,,
v117_Prcdrs_ptnts_tf,_Prcdrs_ptnts_tf,,1235,1,2,,314264,,3,1541,1747,v117_Prcdrs_ptnts,,,48,"1008062 - Surgical Procedures on the Kidney[15,114 facts; 6,244 patients]",117,\i2b2\Procedures\Metathesaurus CPT Hierarchical Terms\A23579685\A23572363\A23580526\,UNKNOWN_DATA_ELEMENT,CPT,3,,,v117,,
